DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	PHIX	RHOMAT	MBVI	MPHI
4033.5	-29.3442	94.082	10.6622	10	0.712	0.7437	0.7448	2.2348	0.448385	40	0.35571	2.861319	-999.25	-999.25
4034	-29.5	95.882	10.713	10	0.712	0.742	0.744	2.234	0.48046	40	0.3551192	2.858465	-999.25	-999.25
4034.5	-29.3647	89.0515	10.6975	10	0.717	0.742	0.744	2.2237	0.463547	40	0.365234	2.870259	-999.25	-999.25
4035	-29.313	90.779	10.73	10	0.727	0.742	0.744	2.222	0.47563	40	0.3662313	2.870362	-999.25	-999.25
4035.5	-28.9792	94.2902	10.7853	10	0.7258	0.7428	0.743	2.2153	0.453527	40	0.3666624	2.860988	-999.25	-999.25
4036	-28.25	95.091	10.777	10	0.735	0.742	0.743	2.217	0.47461	40	0.3666587	2.863662	-999.25	-999.25
4036.5	-27.5838	91.9672	10.7913	10	0.716	0.7418	0.7445	2.2138	0.445055	40	0.3669053	2.859294	-999.25	-999.25
4037	-27.688	91.128	10.738	10	0.706	0.741	0.747	2.213	0.44828	40	0.3671515	2.858715	-999.25	-999.25
4037.5	-28.0208	92.9952	10.818	10	0.7042	0.7415	0.749	2.215	0.434643	40	0.3641519	2.853563	-999.25	-999.25
4038	-28.125	93.956	10.798	10	0.7	0.744	0.749	2.22	0.43411	40	0.3636464	2.860028	-999.25	-999.25
4038.5	-28.3333	91.4213	10.8562	10	0.7238	0.7475	0.749	2.2267	0.418228	40	0.3594162	2.858864	-999.25	-999.25
4039	-28.75	90.738	10.862	10	0.723	0.75	0.749	2.225	0.41407	40	0.3598963	2.857528	-999.25	-999.25
4039.5	-28.3858	88.3953	10.9042	10	0.7413	0.751	0.7502	2.221	0.40848	40	0.3654821	2.866696	-999.25	-999.25
4040	-28.125	86.432	10.9	10	0.723	0.751	0.751	2.221	0.42928	40	0.3638155	2.862068	-999.25	-999.25
4040.5	-27.813	84.9973	10.8322	10	0.7245	0.7497	0.7508	2.2245	0.43296	40	0.3632335	2.865954	-999.25	-999.25
4041	-27.813	83.104	10.828	10	0.722	0.748	0.75	2.227	0.44566	40	0.3574822	2.854037	-999.25	-999.25
4041.5	-28.3755	87.2927	10.8518	10	0.7212	0.747	0.7487	2.2268	0.433157	40	0.3595006	2.859252	-999.25	-999.25
4042	-27.438	88.796	10.826	10	0.722	0.747	0.747	2.226	0.45484	40	0.3577202	2.85313	-999.25	-999.25
4042.5	-27.823	89.4782	10.826	10	0.7275	0.7468	0.7457	2.2207	0.469712	40	0.3660336	2.867759	-999.25	-999.25
4043	-26.938	89.754	10.811	10	0.735	0.746	0.744	2.224	0.47372	40	0.3659191	2.872644	-999.25	-999.25
4043.5	-26.7297	87.328	10.7757	10	0.7282	0.7447	0.742	2.2298	0.451938	40	0.3568188	2.856581	-999.25	-999.25
4044	-27.563	86.183	10.769	10	0.719	0.743	0.742	2.229	0.44028	40	0.3594838	2.862641	-999.25	-999.25
4044.5	-26.8542	84.075	10.7575	10	0.7032	0.7408	0.7418	2.2298	0.455702	40	0.3567815	2.856479	-999.25	-999.25
4045	-28	85.995	10.74	10	0.704	0.74	0.741	2.234	0.44406	40	0.3559155	2.860639	-999.25	-999.25
4045.5	-27.3025	87.9908	10.7572	10	0.7282	0.74	0.7397	2.2417	0.423733	40	0.3580523	2.878494	-999.25	-999.25
4046	-27.25	87.125	10.798	10	0.719	0.74	0.738	2.24	0.4357	40	0.3582133	2.876291	-999.25	-999.25
4046.5	-27.2813	87.8007	10.764	10	0.717	0.74	0.738	2.2397	0.457855	40	0.3550186	2.867028	-999.25	-999.25
4047	-26.188	88.509	10.794	10	0.712	0.74	0.738	2.238	0.48603	40	0.3546114	2.863279	-999.25	-999.25
4047.5	-26.4688	88.5798	10.7857	10	0.7367	0.7387	0.7347	2.2313	0.449688	40	0.3564624	2.857939	-999.25	-999.25
4048	-26.313	86.499	10.779	10	0.72	0.737	0.733	2.223	0.42718	40	0.3638253	2.865238	-999.25	-999.25
4048.5	-25.9483	84.8248	10.714	10	0.7095	0.7323	0.7318	2.2177	0.423405	40	0.3642405	2.858055	-999.25	-999.25
4049	-26.625	87.039	10.809	10	0.692	0.729	0.731	2.226	0.44493	40	0.3577102	2.853103	-999.25	-999.25
4049.5	-27.0525	86.5798	10.781	10	0.6998	0.7258	0.7295	2.2383	0.455742	40	0.3551744	2.865284	-999.25	-999.25
4050	-27.625	84.079	10.631	10	0.714	0.725	0.727	2.235	0.46035	40	0.3557452	2.861725	-999.25	-999.25
4050.5	-27.8755	81.9655	10.6942	10	0.7162	0.7258	0.7225	2.2238	0.440188	40	0.3629002	2.863931	-999.25	-999.25
4051	-26.938	82.543	10.68	10	0.732	0.725	0.72	2.218	0.43368	40	0.3638665	2.857493	-999.25	-999.25
4051.5	-27.563	83.3753	10.6182	10	0.7222	0.7212	0.7168	2.2182	0.43375	40	0.3638446	2.857747	-999.25	-999.25
4052	-27.563	84.522	10.654	10	0.713	0.717	0.716	2.224	0.4338	40	0.363227	2.86515	-999.25	-999.25
4052.5	-27.813	85.5715	10.6252	10	0.6813	0.7115	0.7157	2.2257	0.48097	40	0.3557805	2.847386	-999.25	-999.25
4053	-28.438	88.819	10.546	10	0.658	0.709	0.714	2.224	0.49437	40	0.3669588	2.875556	-999.25	-999.25
4053.5	-28.615	87.7377	10.5605	10	0.6757	0.7083	0.7105	2.2112	0.47701	40	0.3672679	2.856193	-999.25	-999.25
4054	-28.875	87.716	10.533	10	0.694	0.71	0.708	2.217	0.46116	40	0.3662539	2.862536	-999.25	-999.25
4054.5	-28.4797	85.7307	10.5017	10	0.7072	0.71	0.7035	2.2207	0.437472	40	0.3634621	2.860618	-999.25	-999.25
4055	-28.688	85.789	10.49	10	0.703	0.71	0.701	2.229	0.42348	40	0.3588339	2.860854	-999.25	-999.25
4055.5	-29.25	84.4907	10.4937	10	0.689	0.7053	0.6985	2.2203	0.415862	40	0.3636132	2.860407	-999.25	-999.25
4056	-29.25	86.379	10.547	10	0.684	0.702	0.696	2.222	0.43342	40	0.3634664	2.862672	-999.25	-999.25
4056.5	-29.3547	90.844	10.6702	10	0.6817	0.695	0.6888	2.2257	0.47827	40	0.3559629	2.847881	-999.25	-999.25
4057	-28.938	91.084	10.556	10	0.685	0.69	0.683	2.224	0.47757	40	0.3661676	2.873339	-999.25	-999.25
4057.5	-28.615	92.389	10.5268	10	0.6742	0.6803	0.6732	2.2133	0.468957	40	0.3668769	2.858426	-999.25	-999.25
4058	-29.5	94.324	10.531	10	0.66	0.672	0.664	2.205	0.45704	40	0.3680345	2.848513	-999.25	-999.25
4058.5	-28.3025	99.4358	10.5403	10	0.638	0.6592	0.657	2.19	0.464977	40	0.3694033	2.828522	-999.25	-999.25
4059	-28.875	100.145	10.592	10	0.623	0.65	0.652	2.185	0.46951	40	0.3698314	2.821761	-999.25	-999.25
4059.5	-28.7297	93.6392	10.6317	10	0.6215	0.641	0.644	2.1665	0.479873	40	0.3798057	2.819622	-999.25	-999.25
4060	-28.313	94.27	10.58	10	0.619	0.636	0.639	2.164	0.49369	40	0.3802592	2.816847	-999.25	-999.25
4060.5	-28.4897	94.6647	10.5793	10	0.6133	0.6315	0.6333	2.1508	0.482492	40	0.3808768	2.797239	-999.25	-999.25
4061	-28.438	97.733	10.581	10	0.61	0.629	0.63	2.15	0.4848	40	0.380919	2.796062	-999.25	-999.25
4061.5	-28.7605	96.3288	10.5292	10	0.6102	0.6255	0.6267	2.1565	0.497187	40	0.3806213	2.805741	-999.25	-999.25
4062	-28.813	95.518	10.525	10	0.606	0.623	0.625	2.169	0.51962	40	0.3804349	2.825404	-999.25	-999.25
4062.5	-27.7397	92.5908	10.4967	10	0.602	0.6218	0.6238	2.1723	0.51224	40	0.3802686	2.830266	-999.25	-999.25
4063	-28.313	90.74	10.49	10	0.607	0.621	0.623	2.169	0.50074	40	0.3801829	2.824702	-999.25	-999.25
4063.5	-28.2605	93.0907	10.5033	10	0.6113	0.6212	0.623	2.1692	0.487767	40	0.3798749	2.824168	-999.25	-999.25
4064	-27.688	92.239	10.505	10	0.618	0.622	0.623	2.175	0.47525	40	0.3789768	2.831014	-999.25	-999.25
4064.5	-28.875	94.3207	10.5307	10	0.616	0.623	0.623	2.1823	0.457972	40	0.3705315	2.819387	-999.25	-999.25
4065	-28.25	94.159	10.599	10	0.616	0.623	0.623	2.184	0.45293	40	0.3702432	2.821299	-999.25	-999.25
4065.5	-28.3542	95.4108	10.5798	10	0.6082	0.6228	0.622	2.1787	0.507595	40	0.368943	2.809354	-999.25	-999.25
4066	-28.25	91.755	10.494	10	0.604	0.622	0.622	2.172	0.52307	40	0.3804052	2.830163	-999.25	-999.25
4066.5	-28.365	90.9523	10.4648	10	0.5948	0.6207	0.621	2.1655	0.523245	40	0.3805397	2.820046	-999.25	-999.25
4067	-29.25	93.984	10.424	10	0.594	0.619	0.621	2.163	0.48447	40	0.3801421	2.814909	-999.25	-999.25
4067.5	-28.2813	98.3792	10.4395	10	0.5923	0.619	0.6208	2.1517	0.490603	40	0.3808179	2.798531	-999.25	-999.25
4068	-29.063	96.81	10.437	10	0.599	0.619	0.62	2.15	0.48927	40	0.380906	2.796027	-999.25	-999.25
4068.5	-28.8958	95.1545	10.4852	10	0.6137	0.6203	0.6213	2.1432	0.486123	40	0.3812986	2.786112	-999.25	-999.25
4069	-28.375	96.222	10.506	10	0.612	0.622	0.623	2.144	0.49019	40	0.3812053	2.787151	-999.25	-999.25
4069.5	-28.948	100.7803	10.5557	10	0.605	0.6245	0.6257	2.1635	0.501632	40	0.3803931	2.816411	-999.25	-999.25
4070	-28.063	101.582	10.594	10	0.6	0.627	0.629	2.166	0.50379	40	0.3803347	2.820284	-999.25	-999.25
4070.5	-28.7713	103.2185	10.4823	10	0.6065	0.632	0.6337	2.1758	0.4932	40	0.3694688	2.806181	-999.25	-999.25
4071	-28.563	101.256	10.469	10	0.624	0.637	0.637	2.175	0.45455	40	0.3777069	2.827482	-999.25	-999.25
4071.5	-28.1147	99.6155	10.4872	10	0.6455	0.644	0.6415	2.1762	0.476925	40	0.3702752	2.809001	-999.25	-999.25
4072	-28.688	94.923	10.483	10	0.653	0.649	0.644	2.167	0.4642	40	0.3793213	2.819086	-999.25	-999.25
4072.5	-27.7917	99.508	10.4838	10	0.6462	0.6535	0.6485	2.162	0.495488	40	0.3803736	2.813936	-999.25	-999.25
4073	-28	100.808	10.478	10	0.647	0.656	0.651	2.162	0.47183	40	0.3799695	2.812819	-999.25	-999.25
4073.5	-28.0838	104.3075	10.48	10	0.6508	0.6578	0.6508	2.1605	0.470207	40	0.3800848	2.810718	-999.25	-999.25
4074	-28.188	104.865	10.525	10	0.655	0.657	0.65	2.153	0.47004	40	0.3807498	2.800444	-999.25	-999.25
4074.5	-27.9167	101.2765	10.525	10	0.6407	0.6543	0.6477	2.1525	0.490138	40	0.3807773	2.799712	-999.25	-999.25
4075	-27.5	103.949	10.55	10	0.639	0.651	0.646	2.15	0.49903	40	0.3808873	2.795976	-999.25	-999.25
4075.5	-27.0942	104.8857	10.494	10	0.6208	0.644	0.6413	2.1535	0.499852	40	0.3807517	2.801256	-999.25	-999.25
4076	-27.25	109.174	10.409	10	0.615	0.639	0.638	2.151	0.48591	40	0.3808582	2.797511	-999.25	-999.25
4076.5	-27.1042	106.1257	10.4567	10	0.6038	0.632	0.6322	2.1455	0.499537	40	0.3810602	2.789179	-999.25	-999.25
4077	-27	108.519	10.555	10	0.603	0.627	0.628	2.138	0.49132	40	0.3814797	2.778199	-999.25	-999.25
4077.5	-27.3755	108.0028	10.6183	10	0.6078	0.6212	0.6222	2.1305	0.502767	40	0.3815537	2.766272	-999.25	-999.25
4078	-27.063	110.262	10.64	10	0.607	0.617	0.618	2.123	0.5087	40	0.3922669	2.783305	-999.25	-999.25
4078.5	-27.7608	109.3548	10.6208	10	0.5953	0.6113	0.6137	2.1287	0.547605	40	0.3811278	2.762217	-999.25	-999.25
4079	-27.5	111.904	10.655	10	0.582	0.608	0.612	2.132	0.54433	40	0.3811021	2.76748	-999.25	-999.25
4079.5	-27.6458	114.037	10.699	10	0.5742	0.6048	0.6098	2.1412	0.505828	40	0.3811639	2.782513	-999.25	-999.25
4080	-28.375	115.502	10.719	10	0.575	0.604	0.609	2.142	0.45237	40	0.3818027	2.785546	-999.25	-999.25
4080.5	-27.7297	116.0868	10.7458	10	0.575	0.6043	0.6105	2.1367	0.46715	40	0.3822209	2.778108	-999.25	-999.25
4081	-28.563	116.176	10.775	10	0.575	0.606	0.613	2.135	0.46915	40	0.3823152	2.775612	-999.25	-999.25
4081.5	-28.4692	112.4353	10.8265	10	0.5703	0.6122	0.619	2.1412	0.499235	40	0.3812277	2.782687	-999.25	-999.25
4082	-28.625	109.847	10.829	10	0.572	0.618	0.624	2.142	0.48791	40	0.3813379	2.78428	-999.25	-999.25
4082.5	-29.1667	108.448	10.7518	10	0.5975	0.629	0.6327	2.1533	0.48502	40	0.3807242	2.800858	-999.25	-999.25
4083	-28.75	108.813	10.736	10	0.615	0.639	0.641	2.16	0.46097	40	0.3801814	2.810178	-999.25	-999.25
4083.5	-30.1042	110.7905	10.8032	10	0.6283	0.6533	0.654	2.173	0.460597	40	0.3783559	2.826068	-999.25	-999.25
4084	-30	111.393	10.819	10	0.635	0.665	0.664	2.173	0.44348	40	0.378201	2.825638	-999.25	-999.25
4084.5	-30.5417	111.6205	10.8062	10	0.6443	0.6813	0.6792	2.1905	0.468693	40	0.3692721	2.828955	-999.25	-999.25
4085	-31.375	110.748	10.717	10	0.656	0.693	0.69	2.203	0.45586	40	0.3682874	2.846047	-999.25	-999.25
4085.5	-31.5005	110.0242	10.8243	10	0.6818	0.7093	0.7043	2.2178	0.431875	40	0.3639435	2.857391	-999.25	-999.25
4086	-31.813	105.82	10.691	10	0.706	0.721	0.716	2.227	0.4092	40	0.3598385	2.860493	-999.25	-999.25
4086.5	-32.0625	99.4955	10.7822	10	0.7377	0.7358	0.7308	2.2327	0.390537	40	0.3561432	2.859242	-999.25	-999.25
4087	-31.75	94.983	10.913	10	0.746	0.745	0.74	2.241	0.40027	40	0.3546573	2.868053	-999.25	-999.25
4087.5	-31.7297	91.6885	11.0027	10	0.7508	0.7565	0.7517	2.2423	0.387782	40	0.3547175	2.870233	-999.25	-999.25
4088	-31.313	93.991	10.981	10	0.745	0.764	0.76	2.234	0.39114	40	0.3559214	2.860655	-999.25	-999.25
4088.5	-31.438	92.8992	10.88	10	0.7402	0.7728	0.7678	2.2318	0.384853	40	0.3518911	2.846311	-999.25	-999.25
4089	-31.438	98.09	10.93	10	0.736	0.777	0.772	2.221	0.38177	40	0.3550642	2.838157	-999.25	-999.25
4089.5	-30.3647	99.3408	10.9157	10	0.737	0.78	0.7742	2.2273	0.413608	40	0.3596242	2.860373	-999.25	-999.25
4090	-30.313	101.965	10.969	10	0.732	0.78	0.775	2.224	0.4203	40	0.3635361	2.866008	-999.25	-999.25
4090.5	-29.7292	99.0427	10.9935	10	0.7308	0.7777	0.7748	2.2355	0.410433	40	0.3556652	2.862283	-999.25	-999.25
4091	-29.625	99.446	11.006	10	0.725	0.776	0.774	2.233	0.38295	40	0.3510192	2.845814	-999.25	-999.25
4091.5	-29.74	103.741	11.0072	10	0.7187	0.7725	0.7727	2.2307	0.374385	40	0.3369525	2.805308	-999.25	-999.25
4092	-28.75	107.051	10.998	10	0.712	0.77	0.771	2.224	0.37046	40	0.3398676	2.802689	-999.25	-999.25
4092.5	-29.3025	105.7993	11.1558	10	0.7172	0.7677	0.7697	2.2287	0.376855	40	0.3487602	2.833156	-999.25	-999.25
4093	-28.625	103.176	11.36	10	0.718	0.766	0.768	2.232	0.39208	40	0.3562938	2.858566	-999.25	-999.25
4093.5	-28.5005	98.8878	11.1427	10	0.7085	0.7647	0.7668	2.2247	0.446762	40	0.3644456	2.869636	-999.25	-999.25
4094	-28.813	99.247	11.141	10	0.701	0.763	0.766	2.218	0.46382	40	0.3661457	2.863812	-999.25	-999.25
4094.5	-28.2083	96.7842	11.1328	10	0.7108	0.762	0.7648	2.2163	0.452033	40	0.3664832	2.862068	-999.25	-999.25
4095	-28.625	100.215	11.212	10	0.72	0.762	0.764	2.213	0.4271	40	0.3645056	2.851392	-999.25	-999.25
4095.5	-27.8125	101.5408	11.117	10	0.7245	0.762	0.7638	2.22	0.414692	40	0.3636062	2.859917	-999.25	-999.25
4096	-28.125	103.66	11.117	10	0.722	0.762	0.763	2.225	0.431	40	0.3633399	2.867034	-999.25	-999.25
4096.5	-28.5422	101.366	11.2505	10	0.7218	0.762	0.7628	2.2333	0.428427	40	0.3586641	2.867093	-999.25	-999.25
4097	-28.438	99.146	11.318	10	0.716	0.762	0.762	2.23	0.41446	40	0.3592572	2.863578	-999.25	-999.25
4097.5	-28.3438	95.7603	11.1113	10	0.7137	0.7608	0.762	2.2257	0.38083	40	0.3510465	2.834639	-999.25	-999.25
4098	-28.188	93.972	11.033	10	0.717	0.76	0.762	2.224	0.38968	40	0.3569722	2.84798	-999.25	-999.25
4098.5	-28.3025	92.5392	11.0368	10	0.7285	0.7598	0.7608	2.225	0.426673	40	0.3637243	2.868101	-999.25	-999.25
4099	-28.875	92.64	10.961	10	0.731	0.759	0.76	2.225	0.45364	40	0.358037	2.852437	-999.25	-999.25
4099.5	-28.7608	92.8025	11.0132	10	0.7288	0.7588	0.7588	2.2208	0.431875	40	0.3636708	2.861352	-999.25	-999.25
4100	-28.5	97.545	10.924	10	0.728	0.758	0.758	2.22	0.43145	40	0.363767	2.860362	-999.25	-999.25
4100.5	-28.7713	97.5752	10.7887	10	0.7255	0.7557	0.7558	2.2143	0.4207	40	0.3643183	2.852921	-999.25	-999.25
4101	-28.563	97.121	10.667	10	0.723	0.754	0.755	2.216	0.42595	40	0.3643935	2.855803	-999.25	-999.25
4101.5	-28.625	93.5515	10.6602	10	0.7107	0.7507	0.7537	2.2168	0.413585	40	0.3639651	2.855879	-999.25	-999.25
4102	-28.625	97.184	10.841	10	0.709	0.749	0.752	2.216	0.41131	40	0.3641072	2.855013	-999.25	-999.25
4102.5	-28.3333	100.3742	10.5742	10	0.7185	0.7467	0.747	2.2217	0.416243	40	0.3634802	2.862239	-999.25	-999.25
4103	-29.375	99.975	10.54	10	0.726	0.745	0.742	2.23	0.42551	40	0.3586844	2.862003	-999.25	-999.25
4103.5	-28.125	98.6235	10.5978	10	0.7245	0.7397	0.736	2.2332	0.434342	40	0.3588827	2.867539	-999.25	-999.25
4104	-28.125	97.311	10.862	10	0.712	0.733	0.731	2.229	0.47495	40	0.3558745	2.852764	-999.25	-999.25
4104.5	-27.4063	96.9818	11.0835	10	0.6808	0.7215	0.7257	2.2222	0.531743	40	0.3677159	2.874835	-999.25	-999.25
4105	-26.938	94.156	11.141	10	0.65	0.714	0.724	2.213	0.53906	40	0.3679366	2.860899	-999.25	-999.25
4105.5	-27.3647	95.503	11.2357	10	0.6267	0.7078	0.7218	2.214	0.49769	40	0.3675232	2.861329	-999.25	-999.25
4106	-26.063	94.693	11.119	10	0.64	0.707	0.721	2.219	0.44459	40	0.3658653	2.864609	-999.25	-999.25
4106.5	-26.615	94.4322	11.1378	10	0.6652	0.7132	0.7203	2.2263	0.47221	40	0.35636	2.849891	-999.25	-999.25
4107	-26.25	91.008	10.857	10	0.686	0.719	0.722	2.233	0.46681	40	0.3558628	2.858942	-999.25	-999.25
4107.5	-26.3755	88.453	10.8327	10	0.7288	0.728	0.7245	2.2488	0.45381	40	0.3540211	2.878386	-999.25	-999.25
4108	-27.313	89.298	10.831	10	0.753	0.733	0.727	2.253	0.41716	40	0.3499824	2.873798	-999.25	-999.25
4108.5	-27.0108	89.7912	10.8528	10	0.7415	0.7372	0.7303	2.2473	0.419997	40	0.3578816	2.886742	-999.25	-999.25
4109	-27.375	90.147	10.887	10	0.719	0.738	0.732	2.239	0.43873	40	0.3551485	2.866298	-999.25	-999.25
4109.5	-26.9067	89.8285	10.8468	10	0.724	0.7353	0.7305	2.2473	0.44193	40	0.3541355	2.876379	-999.25	-999.25
4110	-27.375	92.096	10.876	10	0.749	0.732	0.728	2.244	0.42753	40	0.357992	2.881909	-999.25	-999.25
4110.5	-27.4172	98.1708	10.9772	10	0.73	0.725	0.7247	2.229	0.411153	40	0.3594648	2.862589	-999.25	-999.25
4111	-26.688	102.56	10.788	10	0.69	0.72	0.723	2.209	0.41472	40	0.364709	2.845657	-999.25	-999.25
4111.5	-26.7605	104.8258	10.8128	10	0.6533	0.7147	0.722	2.2082	0.426568	40	0.3647953	2.844634	-999.25	-999.25
4112	-26.813	105.88	11.047	10	0.665	0.713	0.722	2.209	0.43266	40	0.3646366	2.845458	-999.25	-999.25
4112.5	-27.0838	99.7243	11.014	10	0.6833	0.7145	0.7202	2.2157	0.425715	40	0.3644281	2.855427	-999.25	-999.25
4113	-27.813	99.221	11.149	10	0.695	0.717	0.721	2.224	0.42604	40	0.3638546	2.866892	-999.25	-999.25
4113.5	-28.5213	98.5303	10.966	10	0.6947	0.7203	0.7233	2.2247	0.425798	40	0.3638281	2.867918	-999.25	-999.25
4114	-28.313	101.402	11.011	10	0.693	0.722	0.725	2.233	0.42534	40	0.3584808	2.86612	-999.25	-999.25
4114.5	-28.0522	103.2957	10.9358	10	0.6682	0.722	0.7298	2.229	0.445447	40	0.3569856	2.855793	-999.25	-999.25
4115	-27.063	104.304	10.78	10	0.664	0.722	0.734	2.224	0.45098	40	0.3645972	2.868957	-999.25	-999.25
4115.5	-27.4797	105.4918	10.7017	10	0.662	0.7225	0.7387	2.2087	0.477325	40	0.3674932	2.852867	-999.25	-999.25
4116	-27.063	105.996	10.715	10	0.662	0.725	0.742	2.202	0.4986	40	0.3680974	2.84394	-999.25	-999.25
4116.5	-26.323	106.5098	10.7375	10	0.6393	0.7327	0.7495	2.1988	0.518788	40	0.3682086	2.839182	-999.25	-999.25
4117	-26.688	108.484	10.72	10	0.641	0.741	0.752	2.203	0.51593	40	0.3680874	2.845495	-999.25	-999.25
4117.5	-26.3542	102.1385	10.8825	10	0.6918	0.7533	0.754	2.2032	0.46304	40	0.3680325	2.845659	-999.25	-999.25
4118	-26.875	102.441	10.935	10	0.726	0.76	0.754	2.204	0.45114	40	0.3684831	2.848172	-999.25	-999.25
4118.5	-26.4588	106.8912	10.8457	10	0.7093	0.7637	0.755	2.2025	0.4573	40	0.3682664	2.845198	-999.25	-999.25
4119	-25.938	111.377	10.699	10	0.706	0.762	0.755	2.2	0.48445	40	0.368218	2.841107	-999.25	-999.25
4119.5	-26.6047	109.8578	10.6428	10	0.7033	0.755	0.7527	2.189	0.463342	40	0.3695439	2.827321	-999.25	-999.25
4120	-25.563	105.282	10.537	10	0.71	0.75	0.751	2.184	0.45225	40	0.3702389	2.821288	-999.25	-999.25
4120.5	-25.9063	103.7868	10.5367	10	0.6932	0.7445	0.7452	2.1888	0.417837	40	0.3725527	2.835285	-999.25	-999.25
4121	-26.063	100.866	10.555	10	0.679	0.742	0.741	2.193	0.42482	40	0.3721653	2.840904	-999.25	-999.25
4121.5	-25.7083	98.3602	10.5392	10	0.6722	0.7422	0.7327	2.2017	0.4599	40	0.3682576	2.843907	-999.25	-999.25
4122	-25.5	97.051	10.535	10	0.683	0.743	0.726	2.2	0.46795	40	0.3683074	2.841353	-999.25	-999.25
4122.5	-25.563	99.1882	10.5353	10	0.6825	0.7412	0.7157	2.2017	0.473677	40	0.3681044	2.843484	-999.25	-999.25
4123	-25.563	98.584	10.537	10	0.68	0.737	0.709	2.2	0.45941	40	0.3684335	2.841701	-999.25	-999.25
4123.5	-25.865	101.019	10.5482	10	0.6607	0.726	0.698	2.2093	0.478317	40	0.3674578	2.853717	-999.25	-999.25
4124	-24.875	103.529	10.574	10	0.644	0.716	0.693	2.221	0.47085	40	0.3660615	2.86831	-999.25	-999.25
4124.5	-25.1458	108.6452	10.5773	10	0.6362	0.7015	0.6913	2.2235	0.49601	40	0.367037	2.874985	-999.25	-999.25
4125	-25.25	108.846	10.454	10	0.632	0.694	0.693	2.226	0.49916	40	0.3548959	2.845455	-999.25	-999.25
4125.5	-24.3542	107.637	10.4538	10	0.6073	0.6937	0.7043	2.2173	0.502625	40	0.3674694	2.866397	-999.25	-999.25
4126	-24.875	106.932	10.498	10	0.569	0.702	0.721	2.219	0.49765	40	0.3672905	2.868584	-999.25	-999.25
4126.5	-24.24	110.4505	10.506	10	0.589	0.736	0.7435	2.285	0.484858	40	0.3511612	2.92634	-999.25	-999.25
4127	-23.875	103.268	10.621	10	0.704	0.771	0.756	2.34	0.44055	40	0.3337392	2.961133	-999.25	-999.25
4127.5	-23.7505	88.2215	10.7172	10	1.0948	0.8215	0.774	2.3705	0.359703	40	0.2931696	2.897461	-999.25	-999.25
4128	-23.438	79.459	10.623	10	1.249	0.849	0.789	2.328	0.35292	40	0.3060833	2.869665	-999.25	-999.25
4128.5	-25.0838	84.0087	10.6287	10	0.9977	0.8562	0.8132	2.2753	0.376458	40	0.334171	2.865168	-999.25	-999.25
4129	-25.813	91.312	10.697	10	0.781	0.847	0.829	2.247	0.4032	40	0.3541309	2.875902	-999.25	-999.25
4129.5	-26.365	92.6012	10.7223	10	0.7723	0.8288	0.8315	2.2462	0.38072	40	0.3488174	2.860182	-999.25	-999.25
4130	-27.25	94.212	10.714	10	0.784	0.818	0.824	2.247	0.38452	40	0.3503545	2.865578	-999.25	-999.25
4130.5	-26.74	95.4698	10.7117	10	0.7777	0.8113	0.8127	2.263	0.379808	40	0.3400784	2.862331	-999.25	-999.25
4131	-27	96.024	10.75	10	0.776	0.808	0.806	2.263	0.3786	40	0.3395929	2.861035	-999.25	-999.25
4131.5	-26.0833	91.1405	10.8483	10	0.7578	0.803	0.7973	2.2653	0.38366	40	0.3414188	2.86941	-999.25	-999.25
4132	-26.5	90.288	10.815	10	0.762	0.798	0.794	2.257	0.38536	40	0.3428152	2.86054	-999.25	-999.25
4132.5	-26.448	88.3498	10.8032	10	0.7583	0.791	0.7915	2.258	0.402045	40	0.3532748	2.89056	-999.25	-999.25
4133	-25.563	88.954	10.914	10	0.75	0.786	0.789	2.258	0.42177	40	0.3497021	2.880722	-999.25	-999.25
4133.5	-26.4172	85.194	10.9105	10	0.7415	0.7803	0.7843	2.2702	0.420913	40	0.3487876	2.896956	-999.25	-999.25
4134	-26.313	85.449	10.903	10	0.724	0.777	0.781	2.261	0.42258	40	0.3495568	2.884937	-999.25	-999.25
4134.5	-26.2505	89.377	10.8423	10	0.727	0.7725	0.7755	2.2493	0.413472	40	0.3538892	2.878797	-999.25	-999.25
4135	-25.938	93.607	10.799	10	0.737	0.77	0.773	2.236	0.44143	40	0.3555858	2.862841	-999.25	-999.25
4135.5	-25.2088	95.8625	10.854	10	0.7438	0.7663	0.7695	2.2325	0.44464	40	0.3562073	2.859107	-999.25	-999.25
4136	-25.313	96.865	10.854	10	0.728	0.763	0.767	2.235	0.45699	40	0.3557424	2.861718	-999.25	-999.25
4136.5	-25.2397	98.1742	10.7133	10	0.7093	0.7605	0.7645	2.2532	0.438473	40	0.3534641	2.88366	-999.25	-999.25
4137	-25.188	100.49	10.675	10	0.721	0.758	0.762	2.259	0.43044	40	0.3495896	2.881952	-999.25	-999.25
4137.5	-25.7922	100.344	10.698	10	0.7408	0.7555	0.7573	2.2592	0.420813	40	0.3496017	2.882292	-999.25	-999.25
4138	-25.688	98.684	10.713	10	0.735	0.753	0.754	2.26	0.40883	40	0.352666	2.891965	-999.25	-999.25
4138.5	-25.063	94.6743	10.552	10	0.705	0.7483	0.7527	2.253	0.404148	40	0.3537225	2.884063	-999.25	-999.25
4139	-25.063	93.466	10.527	10	0.685	0.745	0.751	2.248	0.41604	40	0.357759	2.887491	-999.25	-999.25
